county_name,year,county_per_poverty,median_household_income,county_per_bach
WARREN,2009,0.09896110612536696,50168,0.14858205083866505
WARREN,2010,0.09752385590576347,51619,0.15408346902048162
WARREN,2011,0.10464214575699059,53877,0.1615142224493272
WARREN,2012,0.1091476407914764,54909,0.15633096886548017
WARREN,2013,0.10764820687972676,55904,0.15591659096190819
WARREN,2014,0.11760567688260842,56601,0.15561941386523548
WARREN,2015,0.11790426511199754,56798,0.15043498507715428
WARREN,2016,0.10905701653032614,57174,0.15540184314304392
WASHINGTON,2009,0.11157699324648722,46886,0.09694137244921568
WASHINGTON,2010,0.10805541465888917,48327,0.09518921508246082
WASHINGTON,2011,0.11210308038116946,50117,0.09506361551948928
WASHINGTON,2012,0.11917664955314698,50864,0.10059622540009862
WASHINGTON,2013,0.12478454069611146,52361,0.10993407084590456
WASHINGTON,2014,0.12335081862978858,51494,0.10777705622858678
WASHINGTON,2015,0.1276555023923445,51143,0.1172973335419414
WASHINGTON,2016,0.12210037621067799,51449,0.11881055498504264
WAYNE,2009,0.10781382967116891,52351,0.1308373395490377
WAYNE,2010,0.10895423580413009,52562,0.12940104902792174
WAYNE,2011,0.10880292220275986,54380,0.12234150610222994
WAYNE,2012,0.11073430613205529,53497,0.1251440137007629
WAYNE,2013,0.11124817643525273,52601,0.13253424657534246
WAYNE,2014,0.11762679384628635,51597,0.12788419677840662
WAYNE,2015,0.12488097299168975,50798,0.12291270014669621
WAYNE,2016,0.11712780547271263,51627,0.12794628603624753
WESTCHESTER,2009,0.07698751382961909,79585,0.22034778542928735
WESTCHESTER,2010,0.0804103869892251,79619,0.22392970607534504
WESTCHESTER,2011,0.0868616223051335,80725,0.22514006805760836
WESTCHESTER,2012,0.09054362799625773,81093,0.22710489276347198
WESTCHESTER,2013,0.09219969402363108,81946,0.23114419623760973
WESTCHESTER,2014,0.09332975863513035,83422,0.2339327812183175
WESTCHESTER,2015,0.09381845624227889,83958,0.23661601376092517
WESTCHESTER,2016,0.0955398569378341,86226,0.2388221079326098
WYOMING,2009,0.0931611669057867,48943,0.08861832734178933
WYOMING,2010,0.096797035428517475,50075,0.09281316916488223
WYOMING,2011,0.09087464178291453,51312,0.09318613881199346
WYOMING,2012,0.09481611707687922,50635,0.0905368971141364
WYOMING,2013,0.09493595401092479,51100,0.0906217771715626
WYOMING,2014,0.09263657957244656,53012,0.09206709126679782
WYOMING,2015,0.10676542971577474,52564,0.097056939621751
WYOMING,2016,0.10456121632435315,53612,0.09435047361299052
YATES,2009,0.12146293729103808,44947,0.1239286394514634
YATES,2010,0.1379009900990099,46822,0.11780249493025256
YATES,2011,0.1465551258779891,48125,0.11693450206963721
YATES,2012,0.15174943789199638,48245,0.1189389791324451
YATES,2013,0.15091131933736607,49335,0.11519533385989428
YATES,2014,0.1465923025196788,50061,0.12324625060474118
YATES,2015,0.13681661174415374,49510,0.12205891247807416
YATES,2016,0.1321994742292679,50105,0.13113058293781185
